block_number,n_pairs,n_conc
19485193,10951,5450
19485196,3205,1673
19485204,10558,5674
19485209,12848,6029
19485213,26013,13532
19485225,15482,7382
19485231,55428,29447
19485234,11044,5453
19485239,23563,12894
19485243,29599,15764
19485251,29078,14454
19485260,15847,7485
19485271,14864,6602
19485274,8730,4071
19485287,13887,7010
19485300,12825,5993
19485305,6932,3483
19485312,4399,2277
19485323,6792,3628
19485324,18786,9508
19485325,9085,4887
19485355,10084,4876
19485366,12746,6817
19485369,6616,3479
19485379,9507,5070
19485384,13498,6935
19485385,13875,6693
19485391,19996,10568
19485397,8980,4575
19485403,8242,4117
19485424,14887,7534
19485430,10574,5291
19485437,29123,14828
19485448,8387,4754
19485461,20078,10073
19485462,3524,1810
19485473,1304,827
19485477,8393,4271
19485481,14354,7785
19485483,1448,664
19485497,9321,4418
19485510,12627,6697
19485519,22195,11631
19485522,14853,7345
19485530,19195,10612
19485531,7954,4049
19485532,10951,5579
19485535,17585,8394
19485536,9342,4290
19485547,6871,3297
19485548,8644,4392
19485560,8817,3804
19485579,16180,7899
19485587,9650,4697
19485610,17204,8882
19485612,19982,9002
19485617,4598,1901
19485619,8292,4288
19485622,4238,2227
19485636,40,21
19485673,11053,5976
19485684,39320,19894
19485694,22357,11119
19485698,14364,7350
19485703,3608,1753
19485704,28524,14031
19485708,21927,11750
19485721,38283,19898
19485724,4653,2395
19485728,13154,6854
19485744,10306,5398
19485750,12084,5864
19485751,8546,4490
19485758,5871,2864
19485765,10732,5647
19485780,1731,977
19485783,9953,4881
19485788,912,500
19485789,59079,30796
19485800,10216,5152
19485802,16734,8622
19485809,11044,6021
19485814,72472,37130
19485825,12582,6099
19485833,36384,18623
19485834,10541,5068
19485836,14454,7461
19485858,13949,7334
19485862,19593,10147
19485864,4253,2526
19485870,6905,3683
19485872,11070,5597
19485874,2420,1114
19485877,12551,6090
19485879,50558,26362
19485894,58917,28789
19485900,17072,8437
19485905,28650,15031
19485912,14423,7163
19485919,11180,5460
19485925,42937,21468
19485926,3339,1922
19485928,916,471
19485929,3063,1519
19485957,10026,4776
19485963,75906,35313
19485964,13329,7160
19485976,9726,4922
19485977,8511,3810
19485980,13275,6881
19485981,14514,7216
19485983,13425,7472
19485992,7450,3635
19486005,23622,12535
19486012,4785,2263
19486015,21224,11435
19486027,4263,2014
19486043,16196,7846
19486046,10290,5573
19486049,23639,11730
19486051,14776,8010
19486053,982,556
19486067,3627,1974
19486069,18363,9050
19486082,13886,7353
19486086,24028,12084
19486095,441,205
19486096,25400,12574
19486098,11301,5751
19486113,11489,5644
19486116,19893,9901
19486130,15153,7432
19486134,6032,2623
19486136,15678,7304
19486158,4774,2695
19486160,46039,23012
19486164,16439,7323
19486173,23365,11893
19486177,3873,2039
19486198,4191,1987
19486200,13741,6434
19486207,1781,850
19486209,25252,12948
19486214,10589,5213
19486219,60076,29007
19486221,7438,4065
19486238,26473,13652
19486239,19648,9782
19486240,8373,4077
19486246,9574,5302
19486268,29365,15529
19486269,2361,1227
19486278,105667,53289
19486280,11069,5084
19486283,22764,11656
19486291,85094,41399
19486299,2206,1270
19486306,12419,6405
19486330,9840,5329
19486340,24930,12359
19486342,20410,10606
19486346,34351,18100
19486350,3863,1839
19486359,1531,636
19486361,1191,782
19486363,9,6
19486375,5722,2833
19486379,10960,5609
19486383,19173,9491
19486401,2211,1068
19486409,92592,45363
19486414,7790,3515
19486417,15795,7573
19486419,12619,6605
19486422,65978,34714
19486423,4718,2017
19486427,6701,3191
19486434,37123,19066
19486435,13537,6515
