block_number,n_pairs,n_conc
19485164,8074,6988
19485165,18488,16200
19485177,13821,11235
19485179,42738,37406
19485180,1888,1888
19485185,7080,6405
19485187,12910,11208
19485193,10951,10951
19485196,3205,3205
19485204,10558,10104
19485209,12848,11768
19485213,26013,25989
19485225,15482,13586
19485231,55428,48846
19485234,11044,10398
19485239,23563,22690
19485243,29599,22624
19485251,29078,23582
19485260,15847,13847
19485271,14864,12642
19485274,8730,8027
19485287,13887,11461
19485300,12825,11563
19485305,6932,6201
19485312,4399,4301
19485323,6792,6162
19485324,18786,18727
19485325,9085,7810
19485355,10084,9301
19485366,12746,10675
19485369,6616,6457
19485379,9507,8825
19485384,13498,11838
19485385,13875,13009
19485391,19996,17104
19485397,8980,8580
19485403,8242,7545
19485424,14887,9834
19485430,10574,10040
19485437,29123,21958
19485448,8387,5728
19485461,20078,18603
19485462,3524,3524
19485473,1304,1304
19485477,8393,7714
19485481,14354,12071
19485483,1448,1448
19485497,9321,8051
19485510,12627,12627
19485519,22195,11342
19485522,14853,13241
19485530,19195,15010
19485531,7954,7409
19485532,10951,10602
19485535,17585,14619
19485536,9342,8343
19485547,6871,6396
19485548,8644,5676
19485560,8817,8083
19485579,16180,14660
19485587,9650,8304
19485610,17204,13852
19485612,19982,13531
19485617,4598,4181
19485619,8292,7923
19485622,4238,2513
19485636,40,40
19485673,11053,9787
19485684,39320,21445
19485694,22357,12039
19485698,14364,12789
19485703,3608,2984
19485704,28524,23590
19485708,21927,19166
19485721,38283,25350
19485724,4653,3912
19485728,13154,12657
19485744,10306,10062
19485750,12084,10363
19485751,8546,5819
19485758,5871,5816
19485765,10732,8734
19485780,1731,1731
19485783,9953,9281
19485788,912,912
19485789,59079,41235
19485800,10216,9004
19485802,16734,14025
19485809,11044,9862
19485814,72472,63969
19485825,12582,11676
19485833,36384,34827
19485834,10541,10329
19485836,14454,13435
19485858,13949,9836
19485862,19593,18467
19485864,4253,4253
19485870,6905,4763
19485872,11070,8808
19485874,2420,1706
19485877,12551,11223
19485879,50558,30236
19485894,58917,54763
19485900,17072,15662
19485905,28650,25815
19485912,14423,13661
19485919,11180,7590
19485925,42937,27749
19485926,3339,2870
19485928,916,916
19485929,3063,2760
19485957,10026,9999
19485963,75906,72916
19485964,13329,11723
19485976,9726,6084
19485977,8511,8272
19485980,13275,11150
19485981,14514,13987
19485983,13425,12801
19485992,7450,7450
19486005,23622,21656
19486012,4785,4288
19486015,21224,19281
19486027,4263,3772
19486043,16196,14314
19486046,10290,9899
19486049,23639,20271
19486051,14776,11431
19486053,982,982
19486067,3627,3198
19486069,18363,14075
19486082,13886,9757
19486086,24028,15243
19486095,441,221
19486096,25400,23988
19486098,11301,10485
19486113,11489,11220
19486116,19893,19534
19486130,15153,14678
19486134,6032,6032
19486136,15678,9959
19486158,4774,4643
19486160,46039,35278
19486164,16439,14203
19486173,23365,23093
19486177,3873,3755
19486198,4191,3078
19486200,13741,10999
19486207,1781,1781
19486209,25252,24161
19486214,10589,8867
19486219,60076,44071
19486221,7438,5837
19486238,26473,23806
19486239,19648,19073
19486240,8373,8064
19486246,9574,9147
19486268,29365,28609
19486269,2361,2322
19486278,105667,100839
19486280,11069,9681
19486283,22764,20600
19486291,85094,83653
19486299,2206,2206
19486306,12419,11826
19486330,9840,8341
19486340,24930,24930
19486342,20410,18958
19486346,34351,33780
19486350,3863,3863
19486359,1531,1471
19486361,1191,1191
19486363,9,6
19486375,5722,5546
19486379,10960,10960
19486383,19173,17839
19486401,2211,1954
19486409,92592,86366
19486414,7790,7165
19486417,15795,14665
19486419,12619,12352
19486422,65978,62444
19486423,4718,4314
19486427,6701,6410
19486434,37123,36210
19486435,13537,10447
