block_number,n_pairs,n_conc
23742283,16381,7818
23742285,36440,18786
23742286,3870,1892
23742288,52066,25304
23742296,26746,13881
23742298,83820,44254
23742322,66457,33727
23742323,24996,13390
23742330,27662,14289
23742343,24902,12099
23742354,44845,22739
23742358,25555,13329
23742376,42792,21189
23742398,19484,10010
23742404,22987,11893
23742405,23810,13285
23742413,51056,27706
23742414,11098,6063
23742418,47111,22405
23742423,23472,13530
23742430,25992,13324
23742444,28421,13685
23742451,83239,39812
23742463,19856,9934
23742464,37378,19293
23742484,18397,8064
23742485,14602,6657
23742495,3872,1688
23742506,20909,11671
23742520,34777,15353
23742529,24795,11423
23742531,40774,19681
23742541,14857,7595
23742560,22328,11736
23742575,76889,39249
23742588,32527,15637
23742590,9141,4075
23742599,12332,6277
23742601,58540,28537
23742604,15499,7877
23742608,24149,11439
23742611,25256,13224
23742614,16594,8538
23742617,32750,17167
23742618,15471,8478
23742622,13673,7271
23742623,26335,13908
23742625,18148,8779
23742628,32240,15593
23742633,10834,5733
23742639,33696,17496
23742645,22256,10385
23742651,17043,8285
23742684,31775,15627
23742694,28333,15378
23742696,23987,10886
23742698,47075,24717
23742699,14633,6857
23742704,25378,13576
23742705,1444,716
23742714,18935,9342
23742728,24675,13005
23742730,18616,8266
23742731,20093,9943
23742740,4016,2030
23742751,37293,18939
23742755,78541,40928
23742763,15904,7196
23742768,22182,11439
23742769,6592,3163
23742771,14661,7543
23742781,2610,1330
23742797,25481,13766
23742808,38760,18791
23742811,26237,13027
23742814,18540,8854
23742833,23455,10681
23742836,2140,1200
23742845,44558,20936
23742848,7141,3526
23742859,14153,7418
23742866,19347,9787
23742871,10457,5140
23742877,14480,6252
23742884,41977,22061
23742909,43673,21504
23742910,16269,8254
23742918,18224,9765
23742922,21065,10353
23742923,11320,5246
23742933,61839,29081
23742947,21967,11571
23742954,26729,13980
23742955,16798,8360
23742960,14893,7608
23742968,16767,8144
23742979,29807,14432
23742985,1628,920
23742987,21496,10704
23742998,12978,6091
23743000,2831,1553
23743005,22687,11321
23743007,19096,9059
23743010,16143,8063
23743021,24992,12638
23743023,23084,11637
23743024,7037,3327
23743046,16613,8701
23743048,16477,8382
23743055,31910,13861
23743057,17235,9134
23743066,17573,9009
23743067,20967,11074
23743079,11632,5627
23743080,34048,17097
23743082,24967,12247
23743089,36044,18549
23743098,20133,9782
23743109,22909,12130
23743115,20369,9829
23743122,17437,8959
23743126,18204,8457
23743135,34535,16325
23743149,20473,11150
23743171,7127,3827
23743178,20733,11053
23743179,19899,9470
23743184,43548,21565
23743190,3917,1835
23743196,15797,7488
23743199,14435,7344
23743201,14486,6969
23743202,12944,6037
23743207,53156,23794
23743214,15746,7322
23743215,20356,9928
23743221,12673,6272
23743225,16157,7610
23743232,47437,24154
23743241,11359,6008
23743259,13644,6897
23743266,20651,10045
23743275,1439,680
23743278,19255,9675
23743289,13339,7156
23743296,27367,13021
23743303,12056,5784
23743306,7586,3504
23743307,24704,12979
23743309,15127,7284
23743314,20224,8924
23743318,14284,7762
23743353,30110,14391
23743354,26227,12774
23743360,22429,11553
23743380,6194,3302
23743385,15659,8269
23743388,13553,7255
23743391,7886,4004
23743394,12888,6439
23743403,8357,4077
23743420,1447,873
23743428,8739,3598
23743435,13832,7165
23743455,17535,8510
23743459,23949,10420
23743467,16425,9023
23743473,15118,7810
23743495,23356,10968
23743509,17171,8257
23743512,19359,9461
23743532,16400,8200
23743537,8668,4425
23743540,36007,17760
23743547,11046,5590
23743562,6285,3162
23743564,34498,16231
23743565,8731,4518
23743571,14734,7845
23743585,15140,7907
23743593,36103,17357
23743594,13609,6977
23743597,38315,19134
23743612,17748,8812
23743622,14876,7530
23743623,635,356
23743625,25695,13447
23743638,18954,9860
23743640,21788,10569
23743647,11065,5926
23743655,23826,10361
23743656,10696,4781
23743658,17345,8233
23743659,19166,9571
23743668,21270,11151
23743674,17773,9267
23743678,17911,9071
