block_number,n_pairs,n_conc
23742277,46884,40456
23742283,16381,12529
23742285,36440,29542
23742286,3870,3870
23742288,52066,45552
23742296,26746,24675
23742298,83820,65085
23742322,66457,41536
23742323,24996,21956
23742330,27662,21835
23742343,24902,21691
23742354,44845,31083
23742358,25555,22652
23742376,42792,33926
23742398,19484,15864
23742404,22987,18861
23742405,23810,20295
23742413,51056,37181
23742414,11098,9104
23742418,47111,42193
23742423,23472,20580
23742430,25992,19413
23742444,28421,23216
23742451,83239,63349
23742463,19856,18860
23742464,37378,30864
23742484,18397,14514
23742485,14602,11270
23742495,3872,3624
23742506,20909,18489
23742520,34777,27829
23742529,24795,19415
23742531,40774,31277
23742541,14857,11114
23742560,22328,18783
23742575,76889,58568
23742588,32527,25697
23742590,9141,8843
23742599,12332,12260
23742601,58540,40030
23742604,15499,12724
23742608,24149,19125
23742611,25256,17579
23742614,16594,13367
23742617,32750,25058
23742618,15471,12962
23742622,13673,10483
23742623,26335,23268
23742625,18148,15510
23742628,32240,25693
23742633,10834,7975
23742639,33696,25010
23742645,22256,17788
23742651,17043,14558
23742684,31775,27388
23742694,28333,23461
23742696,23987,21076
23742698,47075,42704
23742699,14633,11867
23742704,25378,23038
23742705,1444,1444
23742714,18935,16333
23742728,24675,21757
23742730,18616,14280
23742731,20093,16868
23742740,4016,4016
23742751,37293,30164
23742755,78541,51076
23742763,15904,13075
23742768,22182,17885
23742769,6592,5796
23742771,14661,12085
23742781,2610,1444
23742797,25481,20756
23742808,38760,28590
23742811,26237,21331
23742814,18540,13797
23742833,23455,19320
23742836,2140,2140
23742845,44558,44558
23742848,7141,6322
23742859,14153,12602
23742866,19347,12794
23742871,10457,7962
23742877,14480,12174
23742884,41977,35714
23742909,43673,39072
23742910,16269,14012
23742918,18224,14320
23742922,21065,14365
23742923,11320,7023
23742933,61839,40319
23742947,21967,19859
23742954,26729,21064
23742955,16798,14101
23742960,14893,13221
23742968,16767,15187
23742979,29807,20990
23742985,1628,1621
23742987,21496,16727
23742998,12978,12452
23743000,2831,2568
23743005,22687,20598
23743007,19096,14898
23743010,16143,14132
23743021,24992,14964
23743023,23084,19632
23743024,7037,6562
23743046,16613,12622
23743048,16477,13390
23743055,31910,28218
23743057,17235,13185
23743066,17573,14194
23743067,20967,16915
23743079,11632,11331
23743080,34048,28071
23743082,24967,22645
23743089,36044,23745
23743098,20133,19275
23743109,22909,19777
23743115,20369,13877
23743122,17437,15827
23743126,18204,15335
23743135,34535,26100
23743149,20473,17692
23743171,7127,3588
23743178,20733,14872
23743179,19899,16213
23743184,43548,39325
23743190,3917,2523
23743196,15797,14736
23743199,14435,12195
23743201,14486,11016
23743202,12944,10150
23743207,53156,47898
23743214,15746,10759
23743215,20356,16877
23743221,12673,11019
23743225,16157,12934
23743232,47437,42410
23743241,11359,9771
23743259,13644,11211
23743266,20651,15110
23743275,1439,1439
23743278,19255,16630
23743289,13339,11329
23743296,27367,21448
23743303,12056,9442
23743306,7586,5963
23743307,24704,22143
23743309,15127,11374
23743314,20224,17675
23743318,14284,10576
23743353,30110,24134
23743354,26227,21738
23743360,22429,19201
23743380,6194,5895
23743385,15659,14710
23743388,13553,10927
23743391,7886,6203
23743394,12888,10963
23743403,8357,6548
23743420,1447,974
23743428,8739,4800
23743435,13832,10301
23743455,17535,12732
23743459,23949,19946
23743467,16425,13444
23743473,15118,11477
23743495,23356,16581
23743509,17171,13320
23743512,19359,18174
23743532,16400,12178
23743537,8668,8110
23743540,36007,26135
23743547,11046,9244
23743562,6285,3793
23743564,34498,25577
23743565,8731,6980
23743571,14734,13155
23743585,15140,12438
23743593,36103,28312
23743594,13609,11049
23743597,38315,32538
23743612,17748,13988
23743622,14876,11321
23743623,635,635
23743625,25695,22908
23743638,18954,15495
23743640,21788,18241
23743647,11065,9234
23743655,23826,19831
23743656,10696,9974
23743658,17345,14840
23743659,19166,15684
23743668,21270,17461
23743674,17773,13995
23743678,17911,14197
